This file was created using the 202002 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 prior return portfolios in Developed.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  Prior return is from -12 to - 2.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
1992  ,-3.55   ,1.33  ,14.91 ,-13.99  ,-5.33  ,-1.41
1993  ,45.82  ,40.70  ,56.22  ,23.53  ,22.96  ,28.46
1994   ,3.35  ,11.91  ,10.00   ,9.18   ,5.43   ,5.38
1995  ,10.78  ,16.88  ,26.44  ,11.44  ,14.71  ,16.48
1996  ,18.16  ,19.88  ,27.49   ,8.55  ,11.22  ,11.73
1997 ,-12.64   ,6.29  ,12.89  ,-3.31   ,6.99  ,16.20
1998   ,0.94   ,3.36  ,10.50   ,5.44  ,12.34  ,21.62
1999  ,34.62  ,25.22  ,93.86  ,11.07   ,8.84  ,63.40
2000  ,-7.75   ,4.18 ,-12.19   ,2.64   ,5.65 ,-18.90
2001  ,-5.22   ,3.39   ,6.83 ,-21.55  ,-7.20  ,-9.25
2002 ,-19.59   ,3.80  ,13.34 ,-28.88  ,-6.55  ,-1.98
2003  ,93.72  ,64.33  ,72.83  ,55.24  ,41.26  ,44.94
2004  ,21.97  ,32.54  ,34.46  ,21.55  ,23.42  ,23.76
2005   ,3.83  ,20.59  ,31.68   ,7.77  ,15.68  ,25.47
2006  ,17.70  ,22.03  ,34.03  ,22.30  ,21.50  ,21.56
2007  ,-0.23  ,11.06  ,29.46   ,1.18   ,9.18  ,15.29
2008 ,-55.13 ,-39.00 ,-40.77 ,-47.79 ,-37.61 ,-39.83
2009 ,117.03  ,41.27  ,30.77  ,73.55  ,34.18  ,18.64
2010  ,18.60  ,27.65  ,37.65  ,13.59  ,20.53  ,27.72
2011 ,-19.63  ,-3.61  ,-9.06 ,-11.97  ,-5.98  ,-9.13
2012  ,10.69  ,14.07  ,20.38  ,16.19  ,17.49  ,19.70
2013  ,15.30  ,32.31  ,45.97  ,21.14  ,32.06  ,38.70
2014  ,-7.61   ,2.88   ,1.39   ,2.19   ,3.54   ,0.18
2015  ,-6.44  ,10.03  ,13.34 ,-11.78   ,3.59   ,6.30
2016  ,18.57  ,15.82  ,15.77  ,14.07   ,7.04   ,3.72
2017  ,25.79  ,35.16  ,42.20  ,23.93  ,26.44  ,25.09
2018 ,-22.43 ,-13.23 ,-16.69 ,-14.05 ,-11.64 ,-10.21
2019  ,14.64  ,16.78  ,23.39  ,24.19  ,24.95  ,26.91



  Number of Firms in Portfolios
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
199011   ,4418   ,2398   ,2028    ,867   ,1157    ,830
199012   ,4406   ,2613   ,1866    ,866   ,1162    ,828
199101   ,4615   ,2303   ,1926    ,853   ,1144    ,822
199102   ,4983   ,2100   ,1797    ,853   ,1136    ,821
199103   ,5135   ,2067   ,1609    ,871   ,1169    ,844
199104   ,5168   ,2198   ,1527    ,887   ,1183    ,856
199105   ,5026   ,2168   ,1764    ,888   ,1178    ,861
199106   ,4752   ,2213   ,2203    ,905   ,1192    ,868
199107   ,5018   ,2115   ,2046    ,916   ,1205    ,879
199108   ,4939   ,2187   ,2147    ,918   ,1193    ,875
199109   ,5109   ,2255   ,1887    ,922   ,1198    ,877
199110   ,5364   ,2058   ,1785    ,940   ,1202    ,885
199111   ,4787   ,2385   ,2065    ,923   ,1210    ,885
199112   ,4392   ,2407   ,2419    ,928   ,1215    ,890
199201   ,4087   ,2412   ,2749    ,912   ,1216    ,883
199202   ,4114   ,2341   ,2627    ,933   ,1233    ,904
199203   ,4238   ,2371   ,2648    ,951   ,1263    ,917
199204   ,4396   ,2350   ,2522    ,963   ,1258    ,927
199205   ,4491   ,2360   ,2541    ,948   ,1241    ,909
199206   ,4535   ,2249   ,2588    ,957   ,1245    ,921
199207   ,4556   ,2327   ,2503    ,951   ,1252    ,918
199208   ,4410   ,2541   ,2670    ,942   ,1237    ,909
199209   ,4444   ,2570   ,2709    ,927   ,1217    ,898
199210   ,4758   ,2477   ,2542    ,930   ,1219    ,899
199211   ,4724   ,2781   ,2332    ,925   ,1227    ,902
199212   ,5135   ,2626   ,2118    ,925   ,1220    ,899
199301   ,4852   ,2498   ,2439    ,938   ,1235    ,908
199302   ,5058   ,2545   ,2386    ,948   ,1267    ,925
199303   ,5032   ,2538   ,2528    ,950   ,1261    ,924
199304   ,5190   ,2530   ,2505    ,961   ,1275    ,933
199305   ,4829   ,2538   ,2941    ,964   ,1275    ,940
199306   ,4568   ,2479   ,3234    ,985   ,1309    ,963
199307   ,4322   ,2448   ,3552    ,993   ,1321    ,971
199308   ,4350   ,2459   ,3566    ,997   ,1333    ,971
199309   ,4272   ,2495   ,3581   ,1008   ,1333    ,981
199310   ,4366   ,2541   ,3508   ,1030   ,1357   ,1000
199311   ,4072   ,2751   ,3783   ,1023   ,1364    ,998
199312   ,4133   ,2672   ,3785   ,1033   ,1363   ,1003
199401   ,4223   ,2720   ,3744   ,1044   ,1380   ,1012
199402   ,4690   ,2722   ,3299   ,1061   ,1399   ,1031
199403   ,4379   ,2953   ,3506   ,1074   ,1432   ,1050
199404   ,4168   ,2952   ,3821   ,1101   ,1463   ,1064
199405   ,4143   ,3049   ,3799   ,1107   ,1470   ,1071
199406   ,4574   ,2886   ,3560   ,1103   ,1462   ,1070
199407   ,4597   ,2701   ,3791   ,1116   ,1466   ,1076
199408   ,4340   ,2938   ,3879   ,1108   ,1480   ,1077
199409   ,4438   ,3044   ,3662   ,1112   ,1467   ,1080
199410   ,4713   ,3121   ,3359   ,1116   ,1493   ,1090
199411   ,4254   ,3373   ,3670   ,1103   ,1486   ,1080
199412   ,4653   ,3275   ,3494   ,1107   ,1489   ,1082
199501   ,4481   ,3220   ,3878   ,1118   ,1481   ,1082
199502   ,4999   ,3022   ,3610   ,1116   ,1487   ,1081
199503   ,5372   ,2990   ,3348   ,1112   ,1481   ,1079
199504   ,5819   ,2902   ,3047   ,1103   ,1453   ,1069
199505   ,5954   ,2914   ,3081   ,1084   ,1444   ,1061
199506   ,6239   ,2956   ,2848   ,1086   ,1445   ,1058
199507   ,6625   ,2862   ,2559   ,1098   ,1457   ,1076
199508   ,6114   ,3135   ,2778   ,1094   ,1466   ,1076
199509   ,6211   ,3047   ,2824   ,1120   ,1486   ,1090
199510   ,6467   ,2933   ,2795   ,1109   ,1479   ,1088
199511   ,6333   ,3019   ,2930   ,1098   ,1457   ,1070
199512   ,6335   ,3125   ,2897   ,1084   ,1440   ,1058
199601   ,6382   ,3210   ,2780   ,1096   ,1441   ,1066
199602   ,6522   ,3168   ,2745   ,1095   ,1448   ,1061
199603   ,6557   ,2988   ,2887   ,1114   ,1463   ,1075
199604   ,6319   ,3066   ,3067   ,1113   ,1474   ,1085
199605   ,6104   ,3003   ,3274   ,1128   ,1502   ,1104
199606   ,5716   ,3170   ,3500   ,1155   ,1524   ,1126
199607   ,5598   ,3079   ,3802   ,1146   ,1512   ,1115
199608   ,5652   ,3002   ,3871   ,1136   ,1493   ,1104
199609   ,5745   ,3301   ,3458   ,1141   ,1504   ,1110
199610   ,5965   ,3014   ,3654   ,1119   ,1479   ,1097
199611   ,6083   ,3215   ,3395   ,1129   ,1489   ,1098
199612   ,5827   ,3348   ,3708   ,1110   ,1466   ,1080
199701   ,6044   ,3509   ,3358   ,1105   ,1456   ,1079
199702   ,6289   ,3393   ,3285   ,1103   ,1455   ,1075
199703   ,6286   ,3446   ,3323   ,1097   ,1454   ,1071
199704   ,6445   ,3163   ,3482   ,1094   ,1438   ,1064
199705   ,6759   ,3188   ,3327   ,1050   ,1393   ,1024
199706   ,7460   ,3126   ,2698   ,1070   ,1421   ,1044
199707   ,7372   ,3267   ,2726   ,1059   ,1404   ,1029
199708   ,7695   ,3283   ,2553   ,1023   ,1356    ,991
199709   ,7951   ,3205   ,2286   ,1055   ,1399   ,1025
199710   ,7531   ,3159   ,2854   ,1033   ,1378   ,1005
199711   ,7631   ,3198   ,2797   ,1047   ,1393   ,1014
199712   ,7201   ,3517   ,3168    ,999   ,1328    ,968
199801   ,7664   ,3469   ,2836    ,966   ,1277    ,933
199802   ,8190   ,3413   ,2408    ,970   ,1289    ,930
199803   ,8137   ,3577   ,2278    ,956   ,1267    ,935
199804   ,8353   ,3518   ,2166    ,939   ,1252    ,920
199805   ,8171   ,3488   ,2380    ,946   ,1251    ,923
199806   ,8188   ,3440   ,2443    ,931   ,1240    ,908
199807   ,8128   ,3471   ,2564    ,890   ,1184    ,868
199808   ,7840   ,3904   ,2527    ,859   ,1150    ,838
199809   ,8445   ,3788   ,2009    ,839   ,1122    ,817
199810   ,7594   ,4500   ,2198    ,824   ,1091    ,798
199811   ,8121   ,4331   ,1973    ,804   ,1060    ,776
199812   ,8482   ,3962   ,2057    ,791   ,1048    ,765
199901   ,8256   ,3721   ,2546    ,765   ,1017    ,744
199902   ,8736   ,3845   ,1990    ,751    ,992    ,727
199903   ,8301   ,4060   ,2194    ,742    ,981    ,720
199904   ,8175   ,4075   ,2296    ,725    ,970    ,707
199905   ,8518   ,3812   ,2218    ,749    ,985    ,724
199906   ,8601   ,3416   ,2452    ,773   ,1024    ,750
199907   ,7842   ,3862   ,2804    ,776   ,1022    ,752
199908   ,7437   ,4055   ,2990    ,783   ,1037    ,765
199909   ,7159   ,4265   ,2998    ,794   ,1040    ,762
199910   ,6838   ,4463   ,3043    ,799   ,1047    ,768
199911   ,5838   ,4974   ,3637    ,744    ,988    ,723
199912   ,6443   ,4749   ,3244    ,730    ,968    ,713
200001   ,5943   ,5294   ,3329    ,699    ,925    ,680
200002   ,6257   ,5313   ,2900    ,722    ,946    ,703
200003   ,5733   ,5665   ,3088    ,725    ,955    ,706
200004   ,4405   ,6395   ,3738    ,705    ,934    ,690
200005   ,5321   ,5472   ,3806    ,691    ,909    ,674
200006   ,6495   ,4739   ,3303    ,705    ,932    ,685
200007   ,7123   ,4318   ,3126    ,717    ,954    ,698
200008   ,7162   ,4533   ,2953    ,706    ,945    ,694
200009   ,7148   ,4598   ,2871    ,704    ,937    ,689
200010   ,7665   ,4178   ,2747    ,705    ,935    ,687
200011   ,7225   ,4458   ,2991    ,675    ,893    ,661
200012   ,7654   ,4300   ,2756    ,676    ,904    ,660
200101   ,7150   ,5010   ,2574    ,676    ,905    ,658
200102   ,8182   ,4485   ,1983    ,689    ,916    ,670
200103   ,8252   ,4617   ,1700    ,702    ,940    ,686
200104   ,7803   ,4614   ,2191    ,693    ,939    ,682
200105   ,6894   ,4949   ,2846    ,685    ,923    ,674
200106   ,7225   ,4343   ,3066    ,703    ,940    ,689
200107   ,7159   ,4530   ,2979    ,722    ,953    ,701
200108   ,7131   ,4571   ,3094    ,699    ,938    ,684
200109   ,7185   ,4603   ,2941    ,717    ,950    ,697
200110   ,6951   ,4465   ,3411    ,671    ,905    ,658
200111   ,6339   ,4613   ,3865    ,685    ,926    ,673
200112   ,6114   ,4400   ,4356    ,690    ,918    ,672
200201   ,6038   ,4041   ,4816    ,694    ,917    ,673
200202   ,6649   ,4085   ,4101    ,699    ,925    ,676
200203   ,6586   ,4011   ,4254    ,699    ,924    ,673
200204   ,6572   ,4073   ,4179    ,700    ,928    ,681
200205   ,6617   ,3819   ,4272    ,726    ,967    ,705
200206   ,6731   ,3723   ,4164    ,727    ,981    ,711
200207   ,6683   ,3692   ,4192    ,737    ,994    ,724
200208   ,6181   ,3840   ,4435    ,723    ,983    ,711
200209   ,6061   ,4020   ,4345    ,719    ,966    ,707
200210   ,5876   ,4067   ,4285    ,728    ,974    ,712
200211   ,5685   ,3974   ,4592    ,692    ,928    ,679
200212   ,5806   ,3860   ,4551    ,691    ,926    ,680
200301   ,6139   ,3518   ,4506    ,704    ,948    ,693
200302   ,6124   ,3550   ,4436    ,713    ,959    ,698
200303   ,5808   ,3338   ,4929    ,710    ,966    ,698
200304   ,5628   ,3492   ,4889    ,708    ,956    ,696
200305   ,5674   ,3555   ,4780    ,711    ,957    ,693
200306   ,5728   ,3652   ,4612    ,728    ,976    ,714
200307   ,5663   ,3668   ,4622    ,745    ,997    ,726
200308   ,5289   ,3873   ,4769    ,754   ,1012    ,737
200309   ,5056   ,3830   ,4989    ,768   ,1033    ,751
200310   ,5157   ,3751   ,4926    ,789   ,1043    ,767
200311   ,4467   ,3698   ,5650    ,788   ,1063    ,773
200312   ,4487   ,3502   ,5790    ,795   ,1066    ,776
200401   ,4696   ,3581   ,5519    ,797   ,1052    ,773
200402   ,5350   ,3415   ,4975    ,818   ,1074    ,791
200403   ,4891   ,3465   ,5322    ,815   ,1074    ,791
200404   ,4835   ,3401   ,5306    ,837   ,1103    ,812
200405   ,4501   ,3476   ,5583    ,833   ,1095    ,807
200406   ,4823   ,3217   ,5494    ,826   ,1090    ,798
200407   ,5442   ,3091   ,4883    ,843   ,1095    ,812
200408   ,5686   ,3009   ,4689    ,829   ,1085    ,802
200409   ,5985   ,2892   ,4506    ,820   ,1078    ,795
200410   ,6470   ,2890   ,3984    ,831   ,1091    ,804
200411   ,6237   ,3126   ,4016    ,835   ,1101    ,810
200412   ,6006   ,3139   ,3938    ,851   ,1124    ,823
200501   ,6017   ,3123   ,4047    ,862   ,1137    ,833
200502   ,6612   ,3096   ,3423    ,880   ,1154    ,847
200503   ,6462   ,3048   ,3645    ,885   ,1157    ,849
200504   ,6430   ,3155   ,3617    ,887   ,1159    ,850
200505   ,6481   ,3148   ,3602    ,873   ,1154    ,843
200506   ,6226   ,3066   ,3954    ,863   ,1143    ,837
200507   ,6491   ,2999   ,3703    ,884   ,1160    ,853
200508   ,6523   ,3108   ,3638    ,886   ,1167    ,855
200509   ,6348   ,3247   ,3670    ,888   ,1171    ,856
200510   ,6356   ,3174   ,3749    ,879   ,1162    ,854
200511   ,6503   ,3415   ,3388    ,887   ,1156    ,858
200512   ,6534   ,3438   ,3398    ,882   ,1171    ,858
200601   ,6686   ,3454   ,3338    ,889   ,1179    ,868
200602   ,7300   ,3191   ,3062    ,910   ,1196    ,885
200603   ,7111   ,3288   ,3165    ,906   ,1205    ,881
200604   ,7208   ,3194   ,3143    ,919   ,1213    ,895
200605   ,6902   ,3474   ,3220    ,926   ,1219    ,899
200606   ,6412   ,3485   ,3700    ,910   ,1207    ,889
200607   ,6694   ,3316   ,3704    ,903   ,1199    ,883
200608   ,7069   ,3181   ,3568    ,883   ,1174    ,861
200609   ,7277   ,3097   ,3444    ,888   ,1170    ,862
200610   ,7289   ,3074   ,3491    ,885   ,1159    ,851
200611   ,7576   ,3077   ,3182    ,887   ,1166    ,860
200612   ,7491   ,2970   ,3405    ,887   ,1177    ,864
200701   ,7676   ,3026   ,3241    ,893   ,1177    ,868
200702   ,7863   ,2982   ,3073    ,891   ,1177    ,866
200703   ,7786   ,3021   ,3125    ,907   ,1183    ,878
200704   ,7803   ,3034   ,3143    ,909   ,1183    ,875
200705   ,7896   ,3159   ,2982    ,906   ,1173    ,870
200706   ,8105   ,2909   ,3074    ,900   ,1176    ,871
200707   ,7782   ,2872   ,3457    ,905   ,1194    ,878
200708   ,7257   ,3201   ,3659    ,906   ,1201    ,882
200709   ,6826   ,3430   ,3941    ,884   ,1159    ,856
200710   ,7181   ,3443   ,3644    ,866   ,1130    ,837
200711   ,7178   ,3661   ,3610    ,856   ,1136    ,840
200712   ,7453   ,3541   ,3614    ,843   ,1104    ,819
200801   ,7472   ,3862   ,3413    ,832   ,1122    ,812
200802   ,7609   ,3918   ,3204    ,821   ,1096    ,804
200803   ,7775   ,3780   ,3176    ,821   ,1106    ,806
200804   ,7627   ,3936   ,3192    ,813   ,1087    ,796
200805   ,7769   ,3825   ,3222    ,794   ,1066    ,779
200806   ,8105   ,3914   ,2828    ,800   ,1074    ,785
200807   ,8616   ,3870   ,2508    ,800   ,1066    ,781
200808   ,8187   ,4226   ,2649    ,795   ,1053    ,778
200809   ,7763   ,4301   ,2979    ,797   ,1051    ,774
200810   ,8142   ,3927   ,2915    ,771   ,1035    ,757
200811   ,7936   ,4014   ,3031    ,726    ,976    ,711
200812   ,7751   ,4080   ,3180    ,712    ,953    ,697
200901   ,7912   ,4065   ,2940    ,721    ,962    ,704
200902   ,8173   ,3784   ,2909    ,731    ,964    ,709
200903   ,7886   ,3981   ,2896    ,719    ,948    ,699
200904   ,7299   ,4201   ,3197    ,726    ,955    ,703
200905   ,7203   ,3887   ,3593    ,741    ,993    ,725
200906   ,7395   ,3786   ,3484    ,765   ,1019    ,743
200907   ,7396   ,3697   ,3539    ,775   ,1031    ,754
200908   ,6914   ,3797   ,3923    ,773   ,1024    ,749
200909   ,6807   ,3531   ,4174    ,777   ,1040    ,756
200910   ,6824   ,3341   ,4331    ,786   ,1040    ,761
200911   ,6324   ,3770   ,4381    ,773   ,1029    ,754
200912   ,5778   ,3972   ,4665    ,757   ,1003    ,737
201001   ,5599   ,4083   ,4628    ,756   ,1005    ,741
201002   ,6042   ,4177   ,3967    ,775   ,1022    ,754
201003   ,6001   ,3940   ,4142    ,778   ,1017    ,755
201004   ,6083   ,3653   ,4296    ,777   ,1025    ,755
201005   ,6451   ,3244   ,4236    ,797   ,1051    ,774
201006   ,6356   ,3497   ,4044    ,784   ,1045    ,772
201007   ,6422   ,3453   ,3961    ,787   ,1051    ,769
201008   ,6040   ,3614   ,4142    ,772   ,1039    ,759
201009   ,6545   ,3489   ,3747    ,771   ,1020    ,754
201010   ,6473   ,3608   ,3601    ,770   ,1033    ,756
201011   ,6946   ,3210   ,3539    ,767   ,1026    ,756
201012   ,6627   ,3427   ,3511    ,779   ,1044    ,766
201101   ,6248   ,3682   ,3980    ,793   ,1060    ,783
201102   ,6635   ,3515   ,3770    ,782   ,1047    ,773
201103   ,6297   ,3273   ,4236    ,785   ,1046    ,774
201104   ,6094   ,3185   ,4528    ,789   ,1050    ,775
201105   ,6643   ,3103   ,4071    ,792   ,1046    ,771
201106   ,6610   ,3282   ,3856    ,785   ,1035    ,767
201107   ,6702   ,3288   ,3718    ,780   ,1031    ,763
201108   ,6606   ,3259   ,3816    ,781   ,1043    ,770
201109   ,6357   ,3402   ,3906    ,776   ,1030    ,763
201110   ,5916   ,3486   ,4251    ,766   ,1011    ,748
201111   ,5699   ,3821   ,4147    ,757    ,999    ,737
201112   ,6471   ,3617   ,3546    ,748    ,984    ,732
201201   ,6413   ,3876   ,3387    ,744    ,982    ,726
201202   ,6453   ,4044   ,3089    ,756   ,1000    ,738
201203   ,6545   ,3823   ,3227    ,755    ,995    ,736
201204   ,6722   ,3825   ,3099    ,751    ,983    ,732
201205   ,6543   ,3817   ,3276    ,748    ,987    ,730
201206   ,6515   ,3629   ,3485    ,738    ,973    ,722
201207   ,6141   ,3919   ,3592    ,733    ,975    ,717
201208   ,6720   ,3808   ,3108    ,716    ,961    ,706
201209   ,7075   ,3612   ,2901    ,718    ,954    ,704
201210   ,7237   ,3250   ,3019    ,725    ,964    ,706
201211   ,6813   ,3331   ,3335    ,722    ,954    ,704
201212   ,6709   ,3500   ,3238    ,712    ,949    ,698
201301   ,6939   ,3387   ,3035    ,717    ,955    ,707
201302   ,7346   ,3063   ,2941    ,715    ,960    ,708
201303   ,7252   ,3023   ,3091    ,713    ,955    ,706
201304   ,7417   ,2898   ,2986    ,712    ,958    ,709
201305   ,7559   ,2851   ,2909    ,711    ,946    ,702
201306   ,7839   ,2663   ,2753    ,715    ,942    ,701
201307   ,7455   ,2794   ,2990    ,717    ,947    ,703
201308   ,7313   ,2790   ,3109    ,710    ,956    ,704
201309   ,7314   ,2671   ,3173    ,724    ,960    ,713
201310   ,6955   ,2922   ,3270    ,738    ,976    ,725
201311   ,6981   ,2724   ,3483    ,728    ,965    ,720
201312   ,6696   ,2952   ,3531    ,727    ,973    ,718
201401   ,6639   ,2828   ,3683    ,728    ,969    ,719
201402   ,6791   ,2876   ,3412    ,738    ,988    ,733
201403   ,6046   ,3077   ,3941    ,739    ,981    ,727
201404   ,5930   ,3398   ,3737    ,742    ,983    ,732
201405   ,5409   ,3558   ,4096    ,731    ,975    ,723
201406   ,5884   ,3118   ,4074    ,735    ,972    ,721
201407   ,5990   ,3185   ,3862    ,745    ,993    ,735
201408   ,5985   ,3122   ,4007    ,743    ,991    ,732
201409   ,6159   ,3010   ,3922    ,741    ,983    ,729
201410   ,6151   ,2940   ,4054    ,723    ,958    ,712
201411   ,6139   ,3063   ,3968    ,720    ,964    ,711
201412   ,6381   ,3378   ,3435    ,712    ,943    ,701
201501   ,6715   ,3275   ,3176    ,718    ,958    ,710
201502   ,7597   ,2874   ,2665    ,712    ,953    ,704
201503   ,7263   ,3302   ,2577    ,710    ,950    ,704
201504   ,7671   ,3087   ,2353    ,717    ,958    ,711
201505   ,7495   ,3024   ,2591    ,727    ,968    ,720
201506   ,7191   ,2906   ,3023    ,729    ,978    ,722
201507   ,7340   ,2897   ,2864    ,745    ,999    ,738
201508   ,7173   ,3013   ,3033    ,722    ,974    ,719
201509   ,7266   ,2913   ,2772    ,730    ,977    ,726
201510   ,7149   ,3138   ,2870    ,730    ,967    ,721
201511   ,6407   ,3476   ,3312    ,722    ,959    ,710
201512   ,6467   ,3309   ,3365    ,728    ,968    ,718
201601   ,6584   ,3220   ,3384    ,724    ,970    ,718
201602   ,6047   ,3446   ,3731    ,712    ,943    ,699
201603   ,5607   ,3706   ,3874    ,714    ,948    ,705
201604   ,5454   ,3848   ,3894    ,720    ,960    ,710
201605   ,5552   ,3952   ,3697    ,733    ,967    ,722
201606   ,5533   ,3742   ,3882    ,727    ,966    ,719
201607   ,6055   ,4022   ,3205    ,721    ,960    ,714
201608   ,5435   ,4019   ,3649    ,725    ,971    ,721
201609   ,5825   ,3978   ,3454    ,730    ,969    ,724
201610   ,6119   ,3552   ,3536    ,734    ,986    ,729
201611   ,5468   ,3562   ,4159    ,734    ,981    ,727
201612   ,5229   ,3447   ,4503    ,735    ,985    ,729
201701   ,5211   ,3646   ,4374    ,740    ,982    ,729
201702   ,5237   ,3647   ,4310    ,740    ,984    ,732
201703   ,5209   ,3488   ,4520    ,738    ,984    ,726
201704   ,5344   ,3301   ,4627    ,734    ,980    ,725
201705   ,5854   ,3152   ,4296    ,732    ,984    ,729
201706   ,5777   ,3327   ,4212    ,735    ,978    ,726
201707   ,6134   ,3252   ,3950    ,743    ,996    ,736
201708   ,5873   ,3226   ,4229    ,746    ,994    ,736
201709   ,6007   ,3034   ,4297    ,738    ,991    ,732
201710   ,6316   ,2960   ,4013    ,746    ,998    ,739
201711   ,6249   ,3007   ,4089    ,739    ,992    ,736
201712   ,6545   ,2920   ,3917    ,740    ,996    ,736
201801   ,6546   ,3103   ,3816    ,748    ,998    ,743
201802   ,6760   ,3035   ,3689    ,742    ,997    ,736
201803   ,6763   ,3003   ,3701    ,743    ,998    ,738
201804   ,6527   ,3145   ,3815    ,747   ,1002    ,742
201805   ,5957   ,3460   ,4034    ,748   ,1003    ,743
201806   ,6168   ,3495   ,3844    ,758   ,1007    ,750
201807   ,6119   ,3781   ,3647    ,758   ,1003    ,748
201808   ,6381   ,3634   ,3588    ,745    ,994    ,736
201809   ,6779   ,3388   ,3424    ,736    ,985    ,730
201810   ,6722   ,3709   ,3184    ,730    ,970    ,722
201811   ,6794   ,3751   ,3156    ,718    ,955    ,712
201812   ,6571   ,3949   ,3254    ,709    ,947    ,706
201901   ,7022   ,3758   ,3023    ,704    ,940    ,696
201902   ,6998   ,3909   ,2899    ,706    ,941    ,697
201903   ,7695   ,3611   ,2500    ,706    ,941    ,696
201904   ,7864   ,3574   ,2443    ,690    ,924    ,681
201905   ,7662   ,3763   ,2459    ,687    ,916    ,680
201906   ,8364   ,3176   ,2399    ,683    ,915    ,679
201907   ,7735   ,3730   ,2581    ,676    ,906    ,671
201908   ,8105   ,3465   ,2517    ,670    ,904    ,664
201909   ,8003   ,3503   ,2616    ,658    ,887    ,654
201910   ,7685   ,3852   ,2560    ,665    ,883    ,655
201911   ,8113   ,3399   ,2573    ,666    ,888    ,659
201912   ,8162   ,3255   ,2685    ,664    ,883    ,660
202001   ,8020   ,3154   ,2926    ,673    ,892    ,665
202002   ,7660   ,3227   ,3220    ,652    ,880    ,648



  Average Firm Size
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
199011       ,63.30      ,108.99      ,110.05     ,2517.62     ,2598.65     ,2887.72
199012       ,61.93      ,103.73      ,107.97     ,2480.80     ,2393.15     ,2917.39
199101       ,65.65      ,106.34      ,111.03     ,2193.30     ,2737.78     ,2988.81
199102       ,67.90      ,110.55      ,118.21     ,1904.50     ,2740.81     ,3634.98
199103       ,78.92      ,121.18      ,123.41     ,1826.98     ,3188.17     ,3730.21
199104       ,77.54      ,119.03      ,120.23     ,1785.26     ,3024.06     ,3644.47
199105       ,74.50      ,121.58      ,124.04     ,2249.64     ,2894.71     ,3443.97
199106       ,79.42      ,116.44      ,116.74     ,2122.65     ,3238.91     ,3106.51
199107       ,75.75      ,119.99      ,102.89     ,1960.75     ,2621.57     ,3471.22
199108       ,79.06      ,119.11      ,103.43     ,1966.98     ,2985.15     ,3431.73
199109       ,76.50      ,114.55      ,113.92     ,2006.62     ,2895.23     ,3390.72
199110       ,79.68      ,123.07      ,117.41     ,2201.05     ,3017.75     ,3265.13
199111       ,80.73      ,118.66      ,112.63     ,2344.48     ,3081.63     ,3199.85
199112       ,77.99      ,110.94      ,104.11     ,2343.36     ,3116.64     ,2668.03
199201       ,83.67      ,120.21      ,103.61     ,2483.57     ,3333.64     ,2966.94
199202       ,79.90      ,116.75      ,108.42     ,2567.77     ,3251.58     ,2634.44
199203       ,81.81      ,115.39       ,99.32     ,2256.18     ,3192.72     ,2708.35
199204       ,79.74      ,106.63       ,93.74     ,2294.69     ,2857.86     ,2634.50
199205       ,78.91      ,107.33       ,92.03     ,2283.78     ,3117.44     ,2455.23
199206       ,82.86      ,113.05       ,93.91     ,2137.31     ,3315.45     ,2650.82
199207       ,79.39      ,109.84       ,91.76     ,2042.17     ,3212.76     ,2582.75
199208       ,77.14      ,105.72       ,90.99     ,2123.89     ,3306.39     ,2457.21
199209       ,79.10      ,108.83       ,91.99     ,2201.77     ,3442.13     ,2590.24
199210       ,80.23      ,104.83       ,89.69     ,1867.04     ,3414.63     ,2841.67
199211       ,77.89       ,96.60       ,89.44     ,2022.70     ,3185.37     ,2722.16
199212       ,76.59      ,102.47       ,95.47     ,2114.62     ,3342.83     ,2626.03
199301       ,79.26       ,99.97       ,92.91     ,2164.45     ,3335.31     ,2587.13
199302       ,77.93      ,102.77       ,94.40     ,1905.19     ,3366.36     ,2690.77
199303       ,78.93      ,105.48       ,93.99     ,2057.12     ,3244.56     ,2943.43
199304       ,82.65      ,116.46       ,98.72     ,2090.67     ,3236.43     ,3489.59
199305       ,85.83      ,115.47      ,104.94     ,2495.30     ,3291.34     ,3434.98
199306       ,89.30      ,124.91      ,102.37     ,2478.42     ,3263.19     ,3553.68
199307       ,82.31      ,121.39      ,105.37     ,2838.37     ,3056.86     ,3198.63
199308       ,83.77      ,120.83      ,107.97     ,2913.30     ,3215.98     ,3137.02
199309       ,87.95      ,128.79      ,109.96     ,3002.86     ,3558.36     ,3000.54
199310       ,86.73      ,128.09      ,104.15     ,2943.82     ,3442.02     ,2848.27
199311       ,87.79      ,123.72      ,104.73     ,2907.41     ,3731.54     ,2643.16
199312       ,85.60      ,115.91       ,95.94     ,2739.19     ,3116.10     ,2960.61
